OUT,MID1,MID2,MID3,MID4,MID5,MID6,MID7,MID8,MID9,kingdom,phylum,classes,phylogeny
146,0,5,3,0,1,0,0,0,0,Bacteria,"""Actinobacteria""",Actinobacteria,"Bacteria ""Actinobacteria"" Actinobacteria Coriobacteriales Coriobacteriaceae Asaccharobacter"
147,0,0,0,0,337,0,0,0,0,Bacteria,"""Actinobacteria""",Actinobacteria,"Bacteria ""Actinobacteria"" Actinobacteria Coriobacteriales Coriobacteriaceae Atopobium"
148,0,0,1,0,6,0,0,0,0,Bacteria,"""Actinobacteria""",Actinobacteria,"Bacteria ""Actinobacteria"" Actinobacteria Coriobacteriales Coriobacteriaceae Coriobacterium"
149,0,1,2,0,35,0,0,0,0,Bacteria,"""Actinobacteria""",Actinobacteria,"Bacteria ""Actinobacteria"" Actinobacteria Coriobacteriales Coriobacteriaceae Cryptobacterium"
150,0,2,1,0,4,0,0,0,0,Bacteria,"""Actinobacteria""",Actinobacteria,"Bacteria ""Actinobacteria"" Actinobacteria Coriobacteriales Coriobacteriaceae Enterorhabdus"
151,0,0,4,0,9,0,0,0,0,Bacteria,"""Actinobacteria""",Actinobacteria,"Bacteria ""Actinobacteria"" Actinobacteria Coriobacteriales Coriobacteriaceae Gordonibacter"
152,0,0,0,0,2,0,0,0,0,Bacteria,"""Actinobacteria""",Actinobacteria,"Bacteria ""Actinobacteria"" Actinobacteria Coriobacteriales Coriobacteriaceae Olsenella"
153,3,2,1,0,4,5,1,0,3,Bacteria,"""Actinobacteria""",Actinobacteria,"Bacteria ""Actinobacteria"" Actinobacteria Coriobacteriales Coriobacteriaceae Paraeggerthella"
154,0,0,0,0,0,0,5,1,0,Bacteria,"""Actinobacteria""",Actinobacteria,"Bacteria ""Actinobacteria"" Actinobacteria Nitriliruptorales Nitriliruptoraceae Nitriliruptor"
155,0,0,0,0,68,0,0,0,0,Bacteria,"""Actinobacteria""",Actinobacteria,"Bacteria ""Actinobacteria"" Actinobacteria Solirubrobacterales Conexibacteraceae Conexibacter"
156,8,54,54,3,66,35,34,1,50,Bacteria,"""Aquificae""",Aquificae,"Bacteria ""Aquificae"" Aquificae Aquificales Aquificaceae Aquifex"
157,1,2,0,0,0,0,0,0,0,Bacteria,"""Aquificae""",Aquificae,"Bacteria ""Aquificae"" Aquificae Aquificales Aquificaceae Hydrogenobaculum"
158,0,0,0,0,0,1,0,0,0,Bacteria,"""Aquificae""",Aquificae,"Bacteria ""Aquificae"" Aquificae Aquificales Aquificales_incertae_sedis Thermosulfidibacter"
159,2,7,11,0,9,5,6,0,6,Bacteria,"""Aquificae""",Aquificae,"Bacteria ""Aquificae"" Aquificae Aquificales Desulfurobacteriaceae Balnearium"
160,0,9,15,0,19,3,3,0,1,Bacteria,"""Aquificae""",Aquificae,"Bacteria ""Aquificae"" Aquificae Aquificales Hydrogenothermaceae Venenivibrio"
161,0,0,1,2,0,0,0,2,0,Bacteria,"""Bacteroidetes""",,"Bacteria ""Bacteroidetes""   Bacteroidetes_incertae_sedis Marinifilum"
162,0,0,0,1,0,0,0,0,0,Bacteria,"""Bacteroidetes""",,"Bacteria ""Bacteroidetes""   Bacteroidetes_incertae_sedis Prolixibacter"
163,1,1,1,31,3,0,2,20,0,Bacteria,"""Bacteroidetes""","""Bacteroidia""","Bacteria ""Bacteroidetes"" ""Bacteroidia"" ""Bacteroidales"" ""Marinilabiaceae"" Alkaliflexus"
164,0,3,31,11,3,1,27,9,6,Bacteria,"""Bacteroidetes""","""Bacteroidia""","Bacteria ""Bacteroidetes"" ""Bacteroidia"" ""Bacteroidales"" ""Marinilabiaceae"" Anaerophaga"
165,0,0,50,0,0,0,1,0,1,Bacteria,"""Bacteroidetes""","""Bacteroidia""","Bacteria ""Bacteroidetes"" ""Bacteroidia"" ""Bacteroidales"" ""Porphyromonadaceae"" Barnesiella"
166,0,0,0,0,0,0,41,0,0,Bacteria,"""Bacteroidetes""","""Bacteroidia""","Bacteria ""Bacteroidetes"" ""Bacteroidia"" ""Bacteroidales"" ""Porphyromonadaceae"" Butyricimonas"
167,0,0,11,159,2,0,164,116,1,Bacteria,"""Bacteroidetes""","""Bacteroidia""","Bacteria ""Bacteroidetes"" ""Bacteroidia"" ""Bacteroidales"" ""Porphyromonadaceae"" Paludibacter"
168,0,0,0,0,0,0,1,0,0,Bacteria,"""Bacteroidetes""","""Bacteroidia""","Bacteria ""Bacteroidetes"" ""Bacteroidia"" ""Bacteroidales"" ""Porphyromonadaceae"" Parabacteroides"
169,0,0,0,408,11,0,1,302,0,Bacteria,"""Bacteroidetes""","""Bacteroidia""","Bacteria ""Bacteroidetes"" ""Bacteroidia"" ""Bacteroidales"" ""Porphyromonadaceae"" Petrimonas"
170,0,1,50,0,0,0,0,0,0,Bacteria,"""Bacteroidetes""","""Bacteroidia""","Bacteria ""Bacteroidetes"" ""Bacteroidia"" ""Bacteroidales"" ""Porphyromonadaceae"" Porphyromonas"
171,0,2,2,23,1,3,0,17,0,Bacteria,"""Bacteroidetes""","""Bacteroidia""","Bacteria ""Bacteroidetes"" ""Bacteroidia"" ""Bacteroidales"" ""Porphyromonadaceae"" Proteiniphilum"
172,0,2,9,62,0,0,20,44,0,Bacteria,"""Bacteroidetes""","""Bacteroidia""","Bacteria ""Bacteroidetes"" ""Bacteroidia"" ""Bacteroidales"" ""Porphyromonadaceae"" Tannerella"
173,0,10,0,95,3,0,0,69,0,Bacteria,"""Bacteroidetes""","""Bacteroidia""","Bacteria ""Bacteroidetes"" ""Bacteroidia"" ""Bacteroidales"" ""Prevotellaceae"" Hallella"
174,0,0,0,42,1,0,0,20,0,Bacteria,"""Bacteroidetes""","""Bacteroidia""","Bacteria ""Bacteroidetes"" ""Bacteroidia"" ""Bacteroidales"" ""Prevotellaceae"" Paraprevotella"
175,0,7,0,0,0,0,0,0,0,Bacteria,"""Bacteroidetes""","""Bacteroidia""","Bacteria ""Bacteroidetes"" ""Bacteroidia"" ""Bacteroidales"" ""Prevotellaceae"" Prevotella"
176,0,2,0,105,1,0,7,82,0,Bacteria,"""Bacteroidetes""","""Bacteroidia""","Bacteria ""Bacteroidetes"" ""Bacteroidia"" ""Bacteroidales"" ""Prevotellaceae"" Xylanibacter"
177,0,1,11,4,0,0,1,2,0,Bacteria,"""Bacteroidetes""","""Bacteroidia""","Bacteria ""Bacteroidetes"" ""Bacteroidia"" ""Bacteroidales"" ""Rikenellaceae"" Rikenella"
178,0,0,0,7910,238,0,0,6445,1,Bacteria,"""Bacteroidetes""","""Bacteroidia""","Bacteria ""Bacteroidetes"" ""Bacteroidia"" ""Bacteroidales"" Bacteroidaceae Bacteroides"
179,0,1,2,702,19,0,0,647,0,Bacteria,"""Bacteroidetes""","""Bacteroidia""","Bacteria ""Bacteroidetes"" ""Bacteroidia"" ""Bacteroidales"" Bacteroidales_incertae_sedis Phocaeicola"
180,0,0,0,0,0,0,22,0,0,Bacteria,"""Bacteroidetes""","""Sphingobacteria""","Bacteria ""Bacteroidetes"" ""Sphingobacteria"" ""Sphingobacteriales"" ""Chitinophagaceae"" Ferruginibacter"
181,0,0,0,0,0,0,48,0,0,Bacteria,"""Bacteroidetes""","""Sphingobacteria""","Bacteria ""Bacteroidetes"" ""Sphingobacteria"" ""Sphingobacteriales"" ""Chitinophagaceae"" Filimonas"
182,1,0,0,0,0,0,8,0,0,Bacteria,"""Bacteroidetes""","""Sphingobacteria""","Bacteria ""Bacteroidetes"" ""Sphingobacteria"" ""Sphingobacteriales"" ""Chitinophagaceae"" Lacibacter"
183,0,0,0,0,0,0,170,0,0,Bacteria,"""Bacteroidetes""","""Sphingobacteria""","Bacteria ""Bacteroidetes"" ""Sphingobacteria"" ""Sphingobacteriales"" ""Chitinophagaceae"" Niabella"
184,0,0,0,0,1,0,5,0,0,Bacteria,"""Bacteroidetes""","""Sphingobacteria""","Bacteria ""Bacteroidetes"" ""Sphingobacteria"" ""Sphingobacteriales"" ""Chitinophagaceae"" Parasegetibacter"
185,0,0,0,0,0,0,7,0,1,Bacteria,"""Bacteroidetes""","""Sphingobacteria""","Bacteria ""Bacteroidetes"" ""Sphingobacteria"" ""Sphingobacteriales"" ""Chitinophagaceae"" Sediminibacterium"
186,0,4,0,0,3,0,41,0,0,Bacteria,"""Bacteroidetes""","""Sphingobacteria""","Bacteria ""Bacteroidetes"" ""Sphingobacteria"" ""Sphingobacteriales"" ""Chitinophagaceae"" Segetibacter"
187,0,0,0,0,0,0,670,0,0,Bacteria,"""Bacteroidetes""","""Sphingobacteria""","Bacteria ""Bacteroidetes"" ""Sphingobacteria"" ""Sphingobacteriales"" ""Chitinophagaceae"" Terrimonas"
188,3,3,5,13,4,4,3,4,18,Bacteria,"""Bacteroidetes""","""Sphingobacteria""","Bacteria ""Bacteroidetes"" ""Sphingobacteria"" ""Sphingobacteriales"" ""Cyclobacteriaceae"" Aquiflexum"
189,1,1,1,1,3,0,3,0,2,Bacteria,"""Bacteroidetes""","""Sphingobacteria""","Bacteria ""Bacteroidetes"" ""Sphingobacteria"" ""Sphingobacteriales"" ""Cyclobacteriaceae"" Belliella"
190,2,0,0,0,0,0,0,0,0,Bacteria,"""Bacteroidetes""","""Sphingobacteria""","Bacteria ""Bacteroidetes"" ""Sphingobacteria"" ""Sphingobacteriales"" ""Flammeovirgaceae"" Fabibacter"
191,1,1,1,2,1,1,0,0,1,Bacteria,"""Bacteroidetes""","""Sphingobacteria""","Bacteria ""Bacteroidetes"" ""Sphingobacteria"" ""Sphingobacteriales"" ""Flammeovirgaceae"" Flexithrix"
192,0,0,0,0,1,0,1,0,0,Bacteria,"""Bacteroidetes""","""Sphingobacteria""","Bacteria ""Bacteroidetes"" ""Sphingobacteria"" ""Sphingobacteriales"" ""Flammeovirgaceae"" Limibacter"
193,0,0,0,7,3,0,0,6,0,Bacteria,"""Bacteroidetes""","""Sphingobacteria""","Bacteria ""Bacteroidetes"" ""Sphingobacteria"" ""Sphingobacteriales"" ""Flammeovirgaceae"" Perexilibacter"
194,0,0,0,1,0,0,1,0,0,Bacteria,"""Bacteroidetes""","""Sphingobacteria""","Bacteria ""Bacteroidetes"" ""Sphingobacteria"" ""Sphingobacteriales"" ""Flammeovirgaceae"" Persicobacter"
195,0,1,1,0,1,0,1,0,1,Bacteria,"""Bacteroidetes""","""Sphingobacteria""","Bacteria ""Bacteroidetes"" ""Sphingobacteria"" ""Sphingobacteriales"" ""Flammeovirgaceae"" Rapidithrix"
196,0,0,116,0,0,0,0,0,0,Bacteria,"""Bacteroidetes""","""Sphingobacteria""","Bacteria ""Bacteroidetes"" ""Sphingobacteria"" ""Sphingobacteriales"" ""Flammeovirgaceae"" Thermonema"
197,2,0,0,0,3,0,1,1,2,Bacteria,"""Bacteroidetes""","""Sphingobacteria""","Bacteria ""Bacteroidetes"" ""Sphingobacteria"" ""Sphingobacteriales"" ""Rhodothermaceae"" Rhodothermus"
198,0,0,0,0,1,0,0,0,0,Bacteria,"""Bacteroidetes""","""Sphingobacteria""","Bacteria ""Bacteroidetes"" ""Sphingobacteria"" ""Sphingobacteriales"" ""Rhodothermaceae"" Salinibacter"
199,1,0,1,2,0,1,0,1,6,Bacteria,"""Bacteroidetes""","""Sphingobacteria""","Bacteria ""Bacteroidetes"" ""Sphingobacteria"" ""Sphingobacteriales"" ""Saprospiraceae"" Haliscomenobacter"
200,0,6,0,0,0,0,0,0,0,Bacteria,"""Bacteroidetes""","""Sphingobacteria""","Bacteria ""Bacteroidetes"" ""Sphingobacteria"" ""Sphingobacteriales"" Cytophagaceae Arcicella"
201,0,0,1,0,3,1,0,0,5,Bacteria,"""Bacteroidetes""","""Sphingobacteria""","Bacteria ""Bacteroidetes"" ""Sphingobacteria"" ""Sphingobacteriales"" Cytophagaceae Larkinella"
202,0,1,0,3,0,0,0,3,1,Bacteria,"""Bacteroidetes""","""Sphingobacteria""","Bacteria ""Bacteroidetes"" ""Sphingobacteria"" ""Sphingobacteriales"" Cytophagaceae Leadbetterella"
203,2,28,2,13,5,18,6,4,20,Bacteria,"""Bacteroidetes""","""Sphingobacteria""","Bacteria ""Bacteroidetes"" ""Sphingobacteria"" ""Sphingobacteriales"" Cytophagaceae Microscilla"
204,2,9,2,1,10,7,11,1,27,Bacteria,"""Bacteroidetes""","""Sphingobacteria""","Bacteria ""Bacteroidetes"" ""Sphingobacteria"" ""Sphingobacteriales"" Cytophagaceae Persicitalea"
205,0,1,0,0,1,1,0,0,0,Bacteria,"""Bacteroidetes""","""Sphingobacteria""","Bacteria ""Bacteroidetes"" ""Sphingobacteria"" ""Sphingobacteriales"" Cytophagaceae Rhodonellum"
206,0,0,0,1,0,1,1,0,1,Bacteria,"""Bacteroidetes""","""Sphingobacteria""","Bacteria ""Bacteroidetes"" ""Sphingobacteria"" ""Sphingobacteriales"" Cytophagaceae Rudanella"
207,0,0,0,0,0,0,1,0,0,Bacteria,"""Bacteroidetes""","""Sphingobacteria""","Bacteria ""Bacteroidetes"" ""Sphingobacteria"" ""Sphingobacteriales"" Cytophagaceae Sporocytophaga"
208,1,0,0,0,0,0,0,0,0,Bacteria,"""Bacteroidetes""","""Sphingobacteria""","Bacteria ""Bacteroidetes"" ""Sphingobacteria"" ""Sphingobacteriales"" Sphingobacteriaceae Mucilaginibacter"
209,8,0,0,2,0,0,0,3,0,Bacteria,"""Bacteroidetes""","""Sphingobacteria""","Bacteria ""Bacteroidetes"" ""Sphingobacteria"" ""Sphingobacteriales"" Sphingobacteriaceae Nubsella"
210,37,0,0,0,0,0,0,0,0,Bacteria,"""Bacteroidetes""","""Sphingobacteria""","Bacteria ""Bacteroidetes"" ""Sphingobacteria"" ""Sphingobacteriales"" Sphingobacteriaceae Pedobacter"
211,6,0,0,0,0,0,0,0,0,Bacteria,"""Bacteroidetes""","""Sphingobacteria""","Bacteria ""Bacteroidetes"" ""Sphingobacteria"" ""Sphingobacteriales"" Sphingobacteriaceae Pseudosphingobacterium"
212,4,0,0,0,0,0,0,0,0,Bacteria,"""Bacteroidetes""","""Sphingobacteria""","Bacteria ""Bacteroidetes"" ""Sphingobacteria"" ""Sphingobacteriales"" Sphingobacteriaceae Solitalea"
213,0,0,0,0,0,0,10,0,0,Bacteria,"""Bacteroidetes""","""Sphingobacteria""","Bacteria ""Bacteroidetes"" ""Sphingobacteria"" ""Sphingobacteriales"" Sphingobacteriaceae Sphingobacterium"
214,1,0,0,1,0,0,0,1,0,Bacteria,"""Bacteroidetes""",Flavobacteria,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Cryomorphaceae Crocinitomix"
215,0,0,43,6,0,0,0,8,0,Bacteria,"""Bacteroidetes""",Flavobacteria,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Cryomorphaceae Fluviicola"
216,0,0,0,2,1,0,0,2,0,Bacteria,"""Bacteroidetes""",Flavobacteria,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Cryomorphaceae Lishizhenia"
217,1,0,0,0,0,0,0,0,0,Bacteria,"""Bacteroidetes""",Flavobacteria,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Cryomorphaceae Sediminitomix"
218,0,2,0,0,7,0,0,0,0,Bacteria,"""Bacteroidetes""",Flavobacteria,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Capnocytophaga"
219,0,0,89,0,0,0,0,0,0,Bacteria,"""Bacteroidetes""",Flavobacteria,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Chryseobacterium"
220,0,1,7,0,0,0,2,0,3,Bacteria,"""Bacteroidetes""",Flavobacteria,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Cloacibacterium"
221,0,0,1,0,0,0,0,0,0,Bacteria,"""Bacteroidetes""",Flavobacteria,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Coenonia"
222,2,6,11,8,10,10,7,4,12,Bacteria,"""Bacteroidetes""",Flavobacteria,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Costertonia"
223,0,0,0,1,0,0,0,1,0,Bacteria,"""Bacteroidetes""",Flavobacteria,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Dokdonia"
224,0,0,0,0,0,0,10,0,0,Bacteria,"""Bacteroidetes""",Flavobacteria,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Elizabethkingia"
225,0,0,0,0,0,0,0,1,0,Bacteria,"""Bacteroidetes""",Flavobacteria,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Empedobacter"
226,0,0,1,0,1,0,0,0,0,Bacteria,"""Bacteroidetes""",Flavobacteria,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Epilithonimonas"
227,0,1,0,0,0,1,0,0,0,Bacteria,"""Bacteroidetes""",Flavobacteria,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Eudoraea"
228,0,0,0,0,0,0,2,0,1,Bacteria,"""Bacteroidetes""",Flavobacteria,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Flagellimonas"
229,96,8,50,1,0,0,0,0,0,Bacteria,"""Bacteroidetes""",Flavobacteria,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Flavobacterium"
230,0,0,2,0,0,0,0,0,0,Bacteria,"""Bacteroidetes""",Flavobacteria,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Formosa"
231,0,1,1,0,7,2,2,1,4,Bacteria,"""Bacteroidetes""",Flavobacteria,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Galbibacter"
232,1,1,0,15,2,0,1,16,1,Bacteria,"""Bacteroidetes""",Flavobacteria,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Gilvibacter"
233,0,1,3,16,1,3,5,10,6,Bacteria,"""Bacteroidetes""",Flavobacteria,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Jejuia"
234,0,0,1,0,0,0,0,1,0,Bacteria,"""Bacteroidetes""",Flavobacteria,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Kaistella"
235,0,2,0,13,0,0,0,10,2,Bacteria,"""Bacteroidetes""",Flavobacteria,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Kordia"
236,4,5,2,3,13,2,14,1,7,Bacteria,"""Bacteroidetes""",Flavobacteria,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Kriegella"
237,1,0,0,1,0,0,0,0,0,Bacteria,"""Bacteroidetes""",Flavobacteria,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Leptobacterium"
238,0,0,0,0,0,0,0,1,0,Bacteria,"""Bacteroidetes""",Flavobacteria,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Lutaonella"
239,0,0,1,3,0,0,0,1,1,Bacteria,"""Bacteroidetes""",Flavobacteria,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Lutibacter"
240,0,0,0,4,0,0,0,2,0,Bacteria,"""Bacteroidetes""",Flavobacteria,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Lutimonas"
241,1,0,0,0,0,0,0,0,0,Bacteria,"""Bacteroidetes""",Flavobacteria,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Mesoflavibacter"
242,0,0,1,1,0,0,0,0,0,Bacteria,"""Bacteroidetes""",Flavobacteria,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Nonlabens"
243,0,0,0,5,0,1,1,3,0,Bacteria,"""Bacteroidetes""",Flavobacteria,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Ornithobacterium"
244,2,0,1,4,1,0,0,3,2,Bacteria,"""Bacteroidetes""",Flavobacteria,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Persicivirga"
245,0,0,6,0,0,0,0,0,0,Bacteria,"""Bacteroidetes""",Flavobacteria,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Planobacterium"
246,0,0,26,0,0,0,0,0,0,Bacteria,"""Bacteroidetes""",Flavobacteria,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Riemerella"
247,1,1,1,1,0,0,0,0,0,Bacteria,"""Bacteroidetes""",Flavobacteria,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Robiginitalea"
248,0,0,1,0,0,0,0,0,0,Bacteria,"""Bacteroidetes""",Flavobacteria,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Sandarakinotalea"
249,0,0,0,0,1,0,0,1,0,Bacteria,"""Bacteroidetes""",Flavobacteria,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Sediminibacter"
250,7,0,3,0,0,0,0,0,0,Bacteria,"""Bacteroidetes""",Flavobacteria,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Sediminicola"
251,0,1,0,0,0,0,0,0,0,Bacteria,"""Bacteroidetes""",Flavobacteria,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Stenothermobacter"
252,0,1,2,2,0,1,0,0,0,Bacteria,"""Bacteroidetes""",Flavobacteria,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Wautersiella"
253,0,0,1,0,0,0,1,0,0,Bacteria,"""Bacteroidetes""",Flavobacteria,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Weeksella"
254,0,1,0,0,0,0,0,0,0,Bacteria,"""Bacteroidetes""",Flavobacteria,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Zeaxanthinibacter"
255,0,2,0,0,0,3,0,0,1,Bacteria,"""Bacteroidetes""",Flavobacteria,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Zhouia"
256,8,2,1,10,2,1,1,7,5,Bacteria,"""Bacteroidetes""",Flavobacteria,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Zunongwangia"
257,0,0,1,0,2,0,1,0,1,Bacteria,"""Caldiserica""",Caldisericia,"Bacteria ""Caldiserica"" Caldisericia Caldisericales Caldisericaceae Caldisericum"
258,1,2,0,0,2,0,1,2,3,Bacteria,"""Chlamydiae""",Chlamydiae,"Bacteria ""Chlamydiae"" Chlamydiae Chlamydiales Parachlamydiaceae Neochlamydia"
259,0,0,0,0,1,0,0,0,0,Bacteria,"""Chlamydiae""",Chlamydiae,"Bacteria ""Chlamydiae"" Chlamydiae Chlamydiales Parachlamydiaceae Parachlamydia"
260,3,5,2,4,13,9,11,3,6,Bacteria,"""Chlamydiae""",Chlamydiae,"Bacteria ""Chlamydiae"" Chlamydiae Chlamydiales Simkaniaceae Simkania"
261,1,1,3,0,8,1,4,0,2,Bacteria,"""Chlamydiae""",Chlamydiae,"Bacteria ""Chlamydiae"" Chlamydiae Chlamydiales Waddliaceae Waddlia"
262,1,0,1,0,0,0,0,0,1,Bacteria,"""Chlorobi""","""Chlorobia""","Bacteria ""Chlorobi"" ""Chlorobia"" Chlorobiales Chlorobiaceae Chloroherpeton"
263,2,1,2,1,0,0,1,2,2,Bacteria,"""Chlorobi""","""Chlorobia""","Bacteria ""Chlorobi"" ""Chlorobia"" Chlorobiales Chlorobiaceae Prosthecochloris"
264,0,2,0,0,3,0,0,0,0,Bacteria,"""Chloroflexi""","""Chloroflexi""","Bacteria ""Chloroflexi"" ""Chloroflexi"" ""Chloroflexales"" ""Chloroflexaceae"" Chloroflexus"
265,0,0,0,0,0,0,2,0,0,Bacteria,"""Chloroflexi""","""Chloroflexi""","Bacteria ""Chloroflexi"" ""Chloroflexi"" ""Herpetosiphonales"" ""Herpetosiphonaceae"" Herpetosiphon"
266,0,0,0,0,1,0,0,0,1,Bacteria,"""Chloroflexi""","""Dehalococcoidetes""","Bacteria ""Chloroflexi"" ""Dehalococcoidetes""   Dehalogenimonas"
267,0,2,4,0,8,1,2,0,9,Bacteria,"""Chloroflexi""",Anaerolineae,"Bacteria ""Chloroflexi"" Anaerolineae Anaerolineales Anaerolineaceae Leptolinea"
268,0,1,1,0,2,1,1,0,4,Bacteria,"""Chloroflexi""",Anaerolineae,"Bacteria ""Chloroflexi"" Anaerolineae Anaerolineales Anaerolineaceae Levilinea"
269,0,0,0,0,0,0,0,0,2,Bacteria,"""Chloroflexi""",Anaerolineae,"Bacteria ""Chloroflexi"" Anaerolineae Anaerolineales Anaerolineaceae Longilinea"
270,0,0,0,0,2,0,0,0,0,Bacteria,"""Chloroflexi""",Caldilineae,"Bacteria ""Chloroflexi"" Caldilineae Caldilineales Caldilineaceae Caldilinea"
271,0,0,0,0,2,0,1,0,1,Bacteria,"""Chloroflexi""",Thermomicrobia,"Bacteria ""Chloroflexi"" Thermomicrobia Sphaerobacterales Sphaerobacteraceae Sphaerobacter"
272,5,26,18,0,33,12,3,0,6,Bacteria,"""Chloroflexi""",Thermomicrobia,"Bacteria ""Chloroflexi"" Thermomicrobia Thermomicrobiales Thermomicrobiaceae Thermomicrobium"
273,0,0,0,0,1,2,1,0,0,Bacteria,"""Chrysiogenetes""",Chrysiogenetes,"Bacteria ""Chrysiogenetes"" Chrysiogenetes Chrysiogenales Chrysiogenaceae Chrysiogenes"
274,0,0,85,0,1,0,0,0,0,Bacteria,"""Deferribacteres""",Deferribacteres,"Bacteria ""Deferribacteres"" Deferribacteres Deferribacterales Deferribacteraceae Calditerrivibrio"
275,5,7,6,3,10,5,11,4,6,Bacteria,"""Deferribacteres""",Deferribacteres,"Bacteria ""Deferribacteres"" Deferribacteres Deferribacterales Deferribacteraceae Flexistipes"
276,0,1,0,0,0,1,0,0,0,Bacteria,"""Deferribacteres""",Deferribacteres,"Bacteria ""Deferribacteres"" Deferribacteres Deferribacterales Deferribacterales_incertae_sedis Caldithrix"
277,0,0,1,1,6,2,2,0,5,Bacteria,"""Deinococcus-Thermus""",Deinococci,"Bacteria ""Deinococcus-Thermus"" Deinococci Deinococcales Trueperaceae Truepera"
278,5,17,16,0,21,12,13,0,10,Bacteria,"""Deinococcus-Thermus""",Deinococci,"Bacteria ""Deinococcus-Thermus"" Deinococci Thermales Thermaceae Marinithermus"
279,0,0,0,0,0,0,0,0,1,Bacteria,"""Deinococcus-Thermus""",Deinococci,"Bacteria ""Deinococcus-Thermus"" Deinococci Thermales Thermaceae Meiothermus"
280,0,0,0,0,1,1,1,0,0,Bacteria,"""Deinococcus-Thermus""",Deinococci,"Bacteria ""Deinococcus-Thermus"" Deinococci Thermales Thermaceae Vulcanithermus"
281,1,29,55,0,2,26,0,0,1,Bacteria,"""Firmicutes""","""Bacilli""","Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" ""Aerococcaceae"" Abiotrophia"
