OUT,MID1,MID2,MID3,MID4,MID5,MID6,MID7,MID8,MID9,kingdom,phylum,classes,phylogeny
427,0,0,0,0,0,2,0,0,2,Bacteria,"""Firmicutes""","""Erysipelotrichi""","Bacteria ""Firmicutes"" ""Erysipelotrichi"" ""Erysipelotrichales"" Erysipelotrichaceae Bulleidia"
428,1,6,2,0,2,7,1,0,7,Bacteria,"""Firmicutes""","""Erysipelotrichi""","Bacteria ""Firmicutes"" ""Erysipelotrichi"" ""Erysipelotrichales"" Erysipelotrichaceae Catenibacterium"
429,0,1,0,0,0,0,0,0,2,Bacteria,"""Firmicutes""","""Erysipelotrichi""","Bacteria ""Firmicutes"" ""Erysipelotrichi"" ""Erysipelotrichales"" Erysipelotrichaceae Coprobacillus"
430,0,10,2,0,8,2,0,0,8,Bacteria,"""Firmicutes""","""Erysipelotrichi""","Bacteria ""Firmicutes"" ""Erysipelotrichi"" ""Erysipelotrichales"" Erysipelotrichaceae Sharpea"
431,0,10,0,0,1,10,2,1,15,Bacteria,"""Firmicutes""","""Erysipelotrichi""","Bacteria ""Firmicutes"" ""Erysipelotrichi"" ""Erysipelotrichales"" Erysipelotrichaceae Solobacterium"
432,0,0,0,0,0,3,0,0,2,Bacteria,"""Firmicutes""","""Erysipelotrichi""","Bacteria ""Firmicutes"" ""Erysipelotrichi"" ""Erysipelotrichales"" Erysipelotrichaceae Turicibacter"
433,0,0,0,0,19,0,0,0,0,Bacteria,"""Fusobacteria""","""Fusobacteria""","Bacteria ""Fusobacteria"" ""Fusobacteria"" ""Fusobacteriales"" ""Fusobacteriaceae"" Fusobacterium"
434,0,0,0,0,1,0,0,0,0,Bacteria,"""Fusobacteria""","""Fusobacteria""","Bacteria ""Fusobacteria"" ""Fusobacteria"" ""Fusobacteriales"" ""Fusobacteriaceae"" Psychrilyobacter"
435,0,2,0,0,0,0,0,0,0,Bacteria,"""Fusobacteria""","""Fusobacteria""","Bacteria ""Fusobacteria"" ""Fusobacteria"" ""Fusobacteriales"" ""Leptotrichiaceae"" Leptotrichia"
436,0,1,1,0,4,0,0,0,0,Bacteria,"""Fusobacteria""","""Fusobacteria""","Bacteria ""Fusobacteria"" ""Fusobacteria"" ""Fusobacteriales"" ""Leptotrichiaceae"" Sebaldella"
437,0,1,0,0,1,0,0,0,0,Bacteria,"""Fusobacteria""","""Fusobacteria""","Bacteria ""Fusobacteria"" ""Fusobacteria"" ""Fusobacteriales"" ""Leptotrichiaceae"" Sneathia"
438,1,2,1,0,0,1,0,1,4,Bacteria,"""Fusobacteria""","""Fusobacteria""","Bacteria ""Fusobacteria"" ""Fusobacteria"" ""Fusobacteriales"" ""Leptotrichiaceae"" Streptobacillus"
439,0,0,75,0,0,0,0,0,0,Bacteria,"""Gemmatimonadetes""",Gemmatimonadetes,"Bacteria ""Gemmatimonadetes"" Gemmatimonadetes Gemmatimonadales Gemmatimonadaceae Gemmatimonas"
440,0,0,1,0,0,0,0,0,0,Bacteria,"""Lentisphaerae""","""Lentisphaeria""","Bacteria ""Lentisphaerae"" ""Lentisphaeria"" Lentisphaerales ""Lentisphaeraceae"" Lentisphaera"
441,0,0,0,0,0,0,0,0,1,Bacteria,"""Lentisphaerae""","""Lentisphaeria""","Bacteria ""Lentisphaerae"" ""Lentisphaeria"" Victivallales ""Victivallaceae"" Victivallis"
442,3,15,5,0,11,13,9,2,11,Bacteria,"""Nitrospira""","""Nitrospira""","Bacteria ""Nitrospira"" ""Nitrospira"" ""Nitrospirales"" ""Nitrospiraceae"" Nitrospira"
443,0,1,0,0,4,0,0,0,0,Bacteria,"""Planctomycetes""","""Planctomycetacia""","Bacteria ""Planctomycetes"" ""Planctomycetacia"" Planctomycetales Planctomycetaceae Blastopirellula"
444,7,23,13,2,16,4,13,3,12,Bacteria,"""Planctomycetes""","""Planctomycetacia""","Bacteria ""Planctomycetes"" ""Planctomycetacia"" Planctomycetales Planctomycetaceae Gemmata"
445,2,14,27,0,35,6,4,0,9,Bacteria,"""Planctomycetes""","""Planctomycetacia""","Bacteria ""Planctomycetes"" ""Planctomycetacia"" Planctomycetales Planctomycetaceae Isosphaera"
446,0,1,0,0,1,0,0,0,0,Bacteria,"""Planctomycetes""","""Planctomycetacia""","Bacteria ""Planctomycetes"" ""Planctomycetacia"" Planctomycetales Planctomycetaceae Pirellula"
447,0,1,1,0,1,1,1,0,1,Bacteria,"""Planctomycetes""","""Planctomycetacia""","Bacteria ""Planctomycetes"" ""Planctomycetacia"" Planctomycetales Planctomycetaceae Rhodopirellula"
448,0,0,0,0,2,0,1,0,0,Bacteria,"""Planctomycetes""","""Planctomycetacia""","Bacteria ""Planctomycetes"" ""Planctomycetacia"" Planctomycetales Planctomycetaceae Schlesneria"
449,1,3,1,0,3,0,1,0,2,Bacteria,"""Planctomycetes""","""Planctomycetacia""","Bacteria ""Planctomycetes"" ""Planctomycetacia"" Planctomycetales Planctomycetaceae Singulisphaera"
450,0,1,0,0,2,0,0,0,1,Bacteria,"""Planctomycetes""","""Planctomycetacia""","Bacteria ""Planctomycetes"" ""Planctomycetacia"" Planctomycetales Planctomycetaceae Zavarzinella"
451,1,0,0,0,0,0,0,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria  Alphaproteobacteria_incertae_sedis Elioraea"
452,0,0,0,0,0,0,2,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria  Alphaproteobacteria_incertae_sedis Geminicoccus"
453,0,8,0,0,75,0,0,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Caulobacterales Caulobacteraceae Asticcacaulis"
454,13,0,12,0,0,0,0,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Caulobacterales Caulobacteraceae Brevundimonas"
455,0,1,1,0,0,0,0,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Caulobacterales Hyphomonadaceae Hirschia"
456,0,0,0,0,0,0,2,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Kiloniellales Kiloniellaceae Kiloniella"
457,0,0,0,0,0,0,1,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Kordiimonadales ""Kordiimonadaceae"" Kordiimonas"
458,0,0,1,0,0,0,0,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales ""Aurantimonadaceae"" Fulvimarina"
459,0,0,0,0,0,0,1,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales ""Aurantimonadaceae"" Martelella"
460,0,0,14,0,0,0,4,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Beijerinckiaceae Chelatococcus"
461,0,0,19,0,0,0,11,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Beijerinckiaceae Methylocapsa"
462,0,0,11,1,1,0,7,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Beijerinckiaceae Methylovirgula"
463,0,0,1,0,0,0,0,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Bradyrhizobiaceae Afipia"
464,0,5,36,0,8,0,0,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Bradyrhizobiaceae Agromonas"
465,0,0,5,0,0,0,0,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Bradyrhizobiaceae Balneimonas"
466,0,0,7,0,0,0,2,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Bradyrhizobiaceae Blastobacter"
467,0,1,56,0,32,0,0,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Bradyrhizobiaceae Bradyrhizobium"
468,0,1,0,0,0,0,0,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Hyphomicrobiaceae Devosia"
469,0,0,0,0,0,0,20,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Hyphomicrobiaceae Filomicrobium"
470,0,0,0,0,0,0,59,0,1,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Hyphomicrobiaceae Hyphomicrobium"
471,0,0,0,0,1,0,0,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Hyphomicrobiaceae Maritalea"
472,1,0,0,1,1,0,1,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Hyphomicrobiaceae Methylorhabdus"
473,0,0,12,0,0,0,14,0,2,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Hyphomicrobiaceae Pedomicrobium"
474,0,0,1,0,0,0,1,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Hyphomicrobiaceae Zhangella"
475,0,0,93,4,0,0,31,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Methylobacteriaceae Methylobacterium"
476,0,0,2,0,0,0,0,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Methylobacteriaceae Microvirga"
477,0,0,7,0,0,0,0,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Methylocystaceae Pleomorphomonas"
478,1,1,1,0,1,1,0,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Methylocystaceae Terasakiella"
479,0,0,1,0,0,0,0,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Phyllobacteriaceae Aquamicrobium"
480,0,0,1,0,0,0,0,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Phyllobacteriaceae Defluvibacter"
481,0,0,1,0,0,0,0,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Phyllobacteriaceae Hoeflea"
482,0,0,73,0,0,0,23,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Rhizobiaceae Rhizobium"
483,0,2,12,0,0,0,3,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Rhizobiaceae Sinorhizobium"
484,0,0,0,0,0,0,5,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Rhizobiales_incertae_sedis Amorphus"
485,0,0,1,0,0,0,1,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Rhodobiaceae Afifella"
486,1,0,0,0,0,0,1,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Rhodobiaceae Parvibaculum"
487,0,0,0,0,0,0,1,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Xanthobacteraceae Pseudolabrys"
488,1,0,0,1,0,0,0,0,1,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodobacterales Rhodobacteraceae Albidovulum"
489,0,0,0,2,0,0,0,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodobacterales Rhodobacteraceae Catellibacterium"
490,0,0,0,0,0,0,1,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodobacterales Rhodobacteraceae Citreimonas"
491,0,0,0,1,0,0,0,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodobacterales Rhodobacteraceae Haematobacter"
492,1,0,0,0,1,0,1,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodobacterales Rhodobacteraceae Nereida"
493,0,0,0,0,1,0,0,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodobacterales Rhodobacteraceae Oceanibulbus"
494,5,4,5,1,1,0,17,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodobacterales Rhodobacteraceae Pannonibacter"
495,0,0,0,3,0,0,0,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodobacterales Rhodobacteraceae Paracoccus"
496,0,0,0,0,1,0,0,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodobacterales Rhodobacteraceae Pelagicola"
497,0,0,0,1,0,0,0,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodobacterales Rhodobacteraceae Roseicyclus"
498,0,0,0,0,1,0,0,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodobacterales Rhodobacteraceae Sediminimonas"
499,0,0,0,0,0,0,0,0,1,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodobacterales Rhodobacteraceae Seohaeicola"
500,0,0,0,0,0,0,0,0,1,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodobacterales Rhodobacteraceae Shimia"
501,0,0,0,0,2,0,0,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodobacterales Rhodobacteraceae Tateyamaria"
502,0,0,0,0,0,1,0,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodobacterales Rhodobacteraceae Tropicimonas"
503,1,0,0,0,1,0,3,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodospirillales Acetobacteraceae Acidisphaera"
504,0,0,1,0,0,0,0,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodospirillales Acetobacteraceae Craurococcus"
505,1,0,0,0,0,0,2,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodospirillales Acetobacteraceae Granulibacter"
506,2,0,0,0,0,0,22,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodospirillales Acetobacteraceae Paracraurococcus"
507,0,0,0,0,0,0,2,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodospirillales Acetobacteraceae Rhodopila"
508,0,0,0,0,0,0,89,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodospirillales Acetobacteraceae Roseomonas"
509,2,0,0,0,0,0,0,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodospirillales Acetobacteraceae Rubritepida"
510,1,0,0,0,0,0,0,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodospirillales Acetobacteraceae Saccharibacter"
511,4,0,0,0,0,0,0,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodospirillales Acetobacteraceae Swaminathania"
512,0,0,0,1,0,0,1,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodospirillales Acetobacteraceae Tanticharoenia"
513,11,1,2,0,1,0,0,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodospirillales Rhodospirillaceae Defluviicoccus"
514,0,0,1,0,0,0,1,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodospirillales Rhodospirillaceae Inquilinus"
515,4,0,0,0,0,0,2,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodospirillales Rhodospirillaceae Oceanibaculum"
516,0,0,0,0,1,0,1,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodospirillales Rhodospirillaceae Rhodovibrio"
517,50,0,4,1,0,0,3,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodospirillales Rhodospirillaceae Telmatospirillum"
518,6,1,0,0,3,4,17,0,2,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodospirillales Rhodospirillaceae Tistrella"
519,0,0,1,0,3,0,3,1,2,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rickettsiales Anaplasmataceae Anaplasma"
520,11,3,0,0,0,0,1,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rickettsiales Rickettsiaceae Orientia"
521,0,4,0,0,0,0,0,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rickettsiales Rickettsiaceae Rickettsia"
522,2,0,0,0,0,0,2,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rickettsiales SAR11 Pelagibacter"
523,1,0,0,0,0,0,0,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Sphingomonadales Erythrobacteraceae Altererythrobacter"
524,3,0,63,12,8,0,37,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Sphingomonadales Erythrobacteraceae Croceicoccus"
525,1,1,0,0,6,0,0,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Sphingomonadales Erythrobacteraceae Erythromicrobium"
526,28,0,0,0,0,0,48,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Sphingomonadales Sphingomonadaceae Novosphingobium"
527,15,0,43,5,1,0,18,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sandaracinobacter"
528,60,0,2,0,0,0,0,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sandarakinorhabdus"
529,0,0,9,0,0,0,0,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingobium"
530,0,0,248,45,0,0,137,0,0,Bacteria,"""Proteobacteria""",Alphaproteobacteria,"Bacteria ""Proteobacteria"" Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas"
531,0,0,0,0,1,0,2,0,0,Bacteria,"""Proteobacteria""",Betaproteobacteria,"Bacteria ""Proteobacteria"" Betaproteobacteria ""Procabacteriales"" ""Procabacteriaceae"" ""Procabacter"""
532,0,0,0,0,0,0,0,0,1,Bacteria,"""Proteobacteria""",Betaproteobacteria,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Alcaligenaceae Bordetella"
533,1,0,4,0,3,0,19,0,0,Bacteria,"""Proteobacteria""",Betaproteobacteria,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Alcaligenaceae Derxia"
534,0,1,0,0,0,1,1,0,1,Bacteria,"""Proteobacteria""",Betaproteobacteria,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Alcaligenaceae Parasutterella"
535,0,0,0,0,0,0,5,0,0,Bacteria,"""Proteobacteria""",Betaproteobacteria,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Alcaligenaceae Pelistega"
536,0,0,0,0,0,0,1,0,2,Bacteria,"""Proteobacteria""",Betaproteobacteria,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Alcaligenaceae Pusillimonas"
537,0,0,65,0,85,0,0,0,0,Bacteria,"""Proteobacteria""",Betaproteobacteria,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Burkholderiaceae Burkholderia"
538,0,0,0,1,0,0,0,0,0,Bacteria,"""Proteobacteria""",Betaproteobacteria,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Burkholderiaceae Cupriavidus"
539,1,0,5,0,0,0,0,0,0,Bacteria,"""Proteobacteria""",Betaproteobacteria,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Burkholderiaceae Limnobacter"
540,0,5,362,1,45,0,147,0,0,Bacteria,"""Proteobacteria""",Betaproteobacteria,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Burkholderiaceae Ralstonia"
541,0,1,1,0,3,1,0,0,2,Bacteria,"""Proteobacteria""",Betaproteobacteria,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Burkholderiaceae Thermothrix"
542,4,0,65,1,15,0,38,0,0,Bacteria,"""Proteobacteria""",Betaproteobacteria,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Burkholderiaceae Wautersia"
543,446,7,56,1,35,0,0,0,1,Bacteria,"""Proteobacteria""",Betaproteobacteria,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Burkholderiales_incertae_sedis Aquabacterium"
544,3,0,0,0,5,0,0,0,0,Bacteria,"""Proteobacteria""",Betaproteobacteria,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Burkholderiales_incertae_sedis Aquincola"
545,7,1,1,0,0,1,8,0,0,Bacteria,"""Proteobacteria""",Betaproteobacteria,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Burkholderiales_incertae_sedis Inhella"
546,2,0,0,0,0,0,0,0,0,Bacteria,"""Proteobacteria""",Betaproteobacteria,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Burkholderiales_incertae_sedis Leptothrix"
547,0,0,0,0,3,0,0,0,0,Bacteria,"""Proteobacteria""",Betaproteobacteria,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Burkholderiales_incertae_sedis Methylibium"
548,7,2,2,0,0,0,3,0,1,Bacteria,"""Proteobacteria""",Betaproteobacteria,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Burkholderiales_incertae_sedis Mitsuaria"
549,0,0,1,0,0,0,2,0,0,Bacteria,"""Proteobacteria""",Betaproteobacteria,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Burkholderiales_incertae_sedis Paucibacter"
550,59,1,22,1,9,0,700,1,0,Bacteria,"""Proteobacteria""",Betaproteobacteria,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Burkholderiales_incertae_sedis Rhizobacter"
551,3,0,3,0,0,0,479,0,1,Bacteria,"""Proteobacteria""",Betaproteobacteria,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Burkholderiales_incertae_sedis Thiobacter"
552,12,0,7,0,1,0,28,0,0,Bacteria,"""Proteobacteria""",Betaproteobacteria,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Burkholderiales_incertae_sedis Xylophilus"
553,0,0,0,0,5,0,153,0,0,Bacteria,"""Proteobacteria""",Betaproteobacteria,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Comamonadaceae Acidovorax"
554,63,0,32,0,1,0,53,0,0,Bacteria,"""Proteobacteria""",Betaproteobacteria,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Comamonadaceae Alicycliphilus"
555,1,0,2,0,1,0,0,0,0,Bacteria,"""Proteobacteria""",Betaproteobacteria,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Comamonadaceae Brachymonas"
556,2,1,0,0,0,0,3,0,0,Bacteria,"""Proteobacteria""",Betaproteobacteria,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Comamonadaceae Caenimonas"
557,1376,3,531,0,13,0,646,1,5,Bacteria,"""Proteobacteria""",Betaproteobacteria,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Comamonadaceae Comamonas"
558,0,0,0,0,0,0,7,0,0,Bacteria,"""Proteobacteria""",Betaproteobacteria,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Comamonadaceae Curvibacter"
559,1,0,0,0,0,0,2,0,0,Bacteria,"""Proteobacteria""",Betaproteobacteria,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Comamonadaceae Diaphorobacter"
560,42,0,23,0,3,0,32,0,1,Bacteria,"""Proteobacteria""",Betaproteobacteria,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Comamonadaceae Hylemonella"
561,5,0,6,0,0,0,5,0,0,Bacteria,"""Proteobacteria""",Betaproteobacteria,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Comamonadaceae Lampropedia"
562,11,1,8,0,0,0,10,0,2,Bacteria,"""Proteobacteria""",Betaproteobacteria,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Comamonadaceae Macromonas"
563,0,1,0,0,0,0,0,0,0,Bacteria,"""Proteobacteria""",Betaproteobacteria,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Comamonadaceae Malikia"
